162814	162814011	BATURETNO
161012	161012004	BATURONO
162015	162015001	BAUJENG
161501	161501009	BAURENO
160417	160417005	BAURENO
163203	163203002	BAWANG
160819	160819012	BAWANGAN
160819	160819014	Bawangan
160819	160819015	Bawangan
160819	160819016	Bawangan
120530	120530002	BAYASARI
160920	160920001	BAYE
161433	161433002	BAYEM
162020	162020003	BAYEMAN
162514	162514004	BAYEMAN
162223	162223005	BAYEMAN
160416	160416018	BAYEMGEDE
161318	161318010	BAYEMTAMAN
161318	161318011	BAYEMWETAN
120818	120818002	Bayongbong
160211	160211009	BAYU
162416	162416023	BEBEKAN
120714	120714008	BEBER
120516	120516003	BEBER
120718	120718005	BEBERAN
160723	160723006	BEDADUNG
161311	161311014	BEDAGUNG
160815	160815011	BEDAH LAWAK
161010	161010015	BEDAHAN
160908	160908001	BEDALI
161427	161427004	BEDALI
160612	160612010	BEDANTEN
161117	161117008	BEDAYU
161117	161117009	BEDAYUTALANG
160211	160211001	BEDEWANG
162103	162103019	BEDIKULON
160610	160610014	BEDILAN
161007	161007019	BEDINGIN
162104	162104006	BEDINGIN
162103	162103018	BEDIWETAN
162106	162106005	BEDOHO
161215	161215013	BEDOHO
162108	162108003	BEDRUG
160903	160903010	BEDUG
162118	162118019	BEDURI
160426	160426022	BEGADON
161614	161614012	BEGADUNG
161502	161502005	BEGAGANLIMO
161715	161715001	BEGAL
161017	161017013	BEGAN
160427	160427001	BEGED
161620	161620006	BEGENDENG
162813	162813015	BEJAGUNG
162815	162815012	BEJI
162911	162911012	BEJI
163002	163002005	BEJI
162015	162015006	BEJI
160432	160432005	BEJI
142306	142306001	Beji
161513	161513010	BEJIJONG
162103	162103003	BEKARE
120325	120325003	Bekasi
122003	122003002	Bekasi Jaya
162108	162108017	BEKIRING
162813	162813002	BEKTIHARJO
161801	161801012	BELAH
160603	160603004	BELAHANREJO
161508	161508002	BELAHANTENGAH
162103	162103008	BELANG
160107	160107013	BELATERAN
120708	120708003	BELAWA
121004	121004003	Belendung
161504	161504006	BELIK
162818	162818005	BELIKANGET
161513	161513004	BELOH
160917	160917009	BELOR
161313	161313002	BELOTAN
162613	162613013	BELUK ARES
162613	162613014	BELUK KENEK
162613	162613015	BELUK RAJA
160413	160413008	BELUN
161410	161410012	BELUNG
160112	160112004	BENANGKAH
161119	161119008	BENCE
161617	161617024	BENDA ASRI
120522	120522008	Bendasari
120528	120528005	BENDASARI
160512	160512008	BENDELAN
160804	160804003	BENDET
162910	162910012	BENDILJATI KULON
162910	162910013	BENDILJATI WETAN
162910	162910007	BENDILWUNGU
162917	162917009	BENDO
163102	163102004	BENDO
160919	160919012	BENDO
160914	160914006	BENDO
161711	161711002	BENDO
161313	161313009	BENDO
160302	160302004	BENDO
160422	160422001	BENDO
162016	162016005	BENDO MUNGAL
162704	162704005	BENDOAGUNG
160508	160508007	BENDOARUM
160303	160303006	BENDOGERIT
163103	163103006	BENDOGERIT
161601	161601004	BENDOLO
162801	162801003	BENDONGLATENG
162711	162711003	BENDOREJO
162702	162702008	BENDOROTO
162914	162914006	BENDOSARI
161431	161431001	BENDOSARI
160904	160904011	BENDOSARI
162402	162402012	BENDOTRETEK
163804	163804004	BENDUL MERISI
161517	161517010	BENDUNG
162018	162018024	BENDUNGAN
160817	160817010	BENDUNGAN
160608	160608018	BENDUNGAN
120712	120712004	BENDUNGAN
120414	120414012	BENDUNGAN
120422	120422008	BENDUNGAN
162917	162917012	BENDUNGAN
161503	161503011	BENDUNGANJATI
161603	161603006	BENDUNGREJO
160209	160209004	BENELAN KIDUL
160208	160208004	BENELAN LOR
140704	140704015	Bener
161208	161208011	BENER
141204	141204001	Benerwetan
162007	162007007	BENERWOJO
140708	140708014	Bengbulang
160217	160217002	BENGKAK
160606	160606009	BENGKELOLOR
161502	161502016	BENING
161424	161424013	BENJOR
120626	120626006	BENJOT
163831	163831003	BENOWO
140705	140705017	Bentar
140705	140705006	Bentarsari
120523	120523009	BENTENG
120406	120406012	BENTENG
162618	162618002	BERAJI
161713	161713004	BERAN
161516	161516004	BERATKULON
161515	161515014	BERATWETAN
